description,category_id,category_name,skill_name,level
"Đang tìm mentor MLOps, thời gian học có thể thương lượng.",2,AI & Data Science,MLOps,Không xác định
"Đã tự học Tennis một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,Tennis,Trung bình
Đang cần người có kinh nghiệm lâu năm về Laravel để review công việc thực tế.,1,Lập trình phần mềm,Laravel,Nâng cao
"Muốn thực hành thêm pha chế đồ uống (Bartender) vì đang ở trình độ trung bình, hay bị vướng.",10,Nấu ăn,pha chế đồ uống (Bartender),Trung bình
Cần người hướng dẫn bóng chuyền cơ bản cho người chưa có nền tảng.,11,Thể thao,bóng chuyền,Cơ bản
Muốn tìm người dạy Kế toán cơ bản cho chủ shop 1 kèm 1 online hoặc offline đều được.,6,Marketing & Kinh doanh,Kế toán cơ bản cho chủ shop,Không xác định
"Muốn học thử Docker một buổi xem có hợp không, trình độ mới toanh.",1,Lập trình phần mềm,Docker,Cơ bản
Cần chuyên gia SQL cho phân tích dữ liệu hướng dẫn làm dự án thực tế.,2,AI & Data Science,SQL cho phân tích dữ liệu,Nâng cao
Cần tìm người hỗ trợ về Azure.,1,Lập trình phần mềm,Azure,Không xác định
"Đang tìm mentor Microservices, thời gian học có thể thương lượng.",1,Lập trình phần mềm,Microservices,Không xác định
Cần đặt lịch học Trực quan hóa dữ liệu vào cuối tuần.,2,AI & Data Science,Trực quan hóa dữ liệu,Không xác định
"Muốn thực hành thêm Thiết kế Design System vì đang ở trình độ trung bình, hay bị vướng.",5,UI/UX,Thiết kế Design System,Trung bình
"Muốn trao đổi, thực hành Machine Learning cùng người có kinh nghiệm hơn một chút.",2,AI & Data Science,Machine Learning,Trung bình
Muốn nâng cao kỹ năng bóng rổ lên mức chuyên nghiệp.,11,Thể thao,bóng rổ,Nâng cao
Muốn tìm người dạy Chăm sóc khách hàng 1 kèm 1 online hoặc offline đều được.,6,Marketing & Kinh doanh,Chăm sóc khách hàng,Không xác định
Cần chuyên gia Kubernetes hướng dẫn làm dự án thực tế.,1,Lập trình phần mềm,Kubernetes,Nâng cao
"Tìm người có kinh nghiệm về Trumpet để trao đổi, học hỏi.",7,Âm nhạc,Trumpet,Không xác định
Cần buổi thực hành Saxophone nâng cao hơn một chút so với người mới.,7,Âm nhạc,Saxophone,Trung bình
"Tìm gia sư dạy Tiếng Ý cấp độ vỡ lòng, học chậm cũng được.",3,Ngoại ngữ,Tiếng Ý,Cơ bản
"Đang loay hoay không biết bắt đầu Golf từ đâu, mong được hỗ trợ.",8,Nghệ thuật,Golf,Cơ bản
Cần đặt lịch học Fine-tuning LLM vào cuối tuần.,2,AI & Data Science,Fine-tuning LLM,Không xác định
"Mình đã có nền tảng Guitar Đệm hát khá tốt, muốn học chuyên sâu hơn.",7,Âm nhạc,Guitar Đệm hát,Nâng cao
Cần lộ trình học Guitar Đệm hát cơ bản trong 1-2 tháng.,7,Âm nhạc,Guitar Đệm hát,Cơ bản
Tìm mentor Chốt sale qua điện thoại trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Nâng cao
Mình cần một người hướng dẫn Laravel theo lịch linh hoạt.,1,Lập trình phần mềm,Laravel,Không xác định
"Đang tìm mentor GraphQL, thời gian học có thể thương lượng.",1,Lập trình phần mềm,GraphQL,Không xác định
Tìm người có thể thử thách và nâng trình nấu ăn cho bé ăn dặm của mình lên tầm cao mới.,10,Nấu ăn,nấu ăn cho bé ăn dặm,Nâng cao
"Muốn học thử After Effects (Motion Graphics) một buổi xem có hợp không, trình độ mới toanh.",4,Thiết kế đồ họa,After Effects (Motion Graphics),Cơ bản
"Mình cần trao đổi trực tiếp về Tiếng Anh cho trẻ em, ai có kinh nghiệm inbox giúp mình.",3,Ngoại ngữ,Tiếng Anh cho trẻ em,Không xác định
Tìm mentor Hướng nghiệp cho học sinh trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,12,Gia sư & Học tập,Hướng nghiệp cho học sinh,Nâng cao
Cần chuyên gia Làm đồ handmade trang trí hướng dẫn làm dự án thực tế.,8,Nghệ thuật,Làm đồ handmade trang trí,Nâng cao
"Mình mới tìm hiểu Tiếng Đức, cần người kèm cặp cơ bản.",3,Ngoại ngữ,Tiếng Đức,Cơ bản
"Mình biết Organ/Keyboard ở mức cơ bản, muốn lên trình độ trung cấp.",7,Âm nhạc,Organ/Keyboard,Trung bình
Cần người review lại các lỗi cơ bản khi làm chạy bộ (Running).,11,Thể thao,chạy bộ (Running),Trung bình
Cần một buổi học ExpressJS dành cho người mới bắt đầu.,1,Lập trình phần mềm,ExpressJS,Cơ bản
"Muốn học thử Nhiếp ảnh chân dung một buổi xem có hợp không, trình độ mới toanh.",8,Nghệ thuật,Nhiếp ảnh chân dung,Cơ bản
Cần người hướng dẫn Guitar Solo cơ bản cho người chưa có nền tảng.,7,Âm nhạc,Guitar Solo,Cơ bản
Mình cần một người hướng dẫn Chăm sóc khách hàng theo lịch linh hoạt.,6,Marketing & Kinh doanh,Chăm sóc khách hàng,Không xác định
Đang cần người có kinh nghiệm lâu năm về Reinforcement Learning để review công việc thực tế.,2,AI & Data Science,Reinforcement Learning,Nâng cao
Cần lộ trình học Sinh Học phổ thông cơ bản trong 1-2 tháng.,12,Gia sư & Học tập,Sinh Học phổ thông,Cơ bản
Tìm mentor Prototyping trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,5,UI/UX,Prototyping,Nâng cao
Tìm mentor Photoshop trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,4,Thiết kế đồ họa,Photoshop,Nâng cao
"Tìm người dạy ReactJS cho người tay ngang, chưa từng học qua.",1,Lập trình phần mềm,ReactJS,Cơ bản
Cần người review lại các lỗi cơ bản khi làm Organ/Keyboard.,7,Âm nhạc,Organ/Keyboard,Trung bình
"Muốn trao đổi, thực hành pha chế đồ uống (Bartender) cùng người có kinh nghiệm hơn một chút.",10,Nấu ăn,pha chế đồ uống (Bartender),Trung bình
"Tìm người có kinh nghiệm về Thiết kế Menu quán ăn để trao đổi, học hỏi.",4,Thiết kế đồ họa,Thiết kế Menu quán ăn,Không xác định
"Tìm người có kinh nghiệm về Piano đệm hát để trao đổi, học hỏi.",7,Âm nhạc,Piano đệm hát,Không xác định
"Ai có thể giúp mình về nấu món Thái không, cảm ơn nhiều.",10,Nấu ăn,nấu món Thái,Không xác định
"Muốn đặt lịch kiểm tra lắp đặt camera an ninh định kỳ, tránh hư hỏng bất ngờ.",9,Sửa chữa,lắp đặt camera an ninh,Định kỳ
Cần lộ trình học Data Cleaning cơ bản trong 1-2 tháng.,2,AI & Data Science,Data Cleaning,Cơ bản
Muốn được đào tạo chuyên sâu Khai phá dữ liệu (Data Mining) để làm freelance/đi làm chính thức.,2,AI & Data Science,Khai phá dữ liệu (Data Mining),Nâng cao
"Mình chưa biết gì về Kỹ năng bán hàng, ai có thể hướng dẫn từng bước không?",6,Marketing & Kinh doanh,Kỹ năng bán hàng,Cơ bản
"Đang tìm mentor Tableau, thời gian học có thể thương lượng.",2,AI & Data Science,Tableau,Không xác định
Cần một buổi học Vẽ tranh tường (Mural) dành cho người mới bắt đầu.,8,Nghệ thuật,Vẽ tranh tường (Mural),Cơ bản
Cần buổi thực hành Nhiếp ảnh cơ bản nâng cao hơn một chút so với người mới.,8,Nghệ thuật,Nhiếp ảnh cơ bản,Trung bình
Muốn nâng cao kỹ năng Xuất nhập khẩu cơ bản lên mức chuyên nghiệp.,6,Marketing & Kinh doanh,Xuất nhập khẩu cơ bản,Nâng cao
Bạn nào rành Nghiên cứu người dùng (UX Research) chỉ giúp mình vài buổi nhập môn với.,5,UI/UX,Nghiên cứu người dùng (UX Research),Cơ bản
Bạn nào rành Livestream bán hàng chỉ giúp mình vài buổi nhập môn với.,6,Marketing & Kinh doanh,Livestream bán hàng,Cơ bản
Tìm người có thể thử thách và nâng trình Nhiếp ảnh sản phẩm của mình lên tầm cao mới.,8,Nghệ thuật,Nhiếp ảnh sản phẩm,Nâng cao
Cần người review lại các lỗi cơ bản khi làm Micro-interaction Design.,5,UI/UX,Micro-interaction Design,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Design Thinking, không cần dạy lại cơ bản.",5,UI/UX,Design Thinking,Nâng cao
"Mình đã biết chút ít về Nhiếp ảnh chân dung, muốn học thêm để vững hơn.",8,Nghệ thuật,Nhiếp ảnh chân dung,Trung bình
"Mình đã biết chút ít về NodeJS, muốn học thêm để vững hơn.",1,Lập trình phần mềm,NodeJS,Trung bình
"Có ai rảnh dạy Micro-interaction Design không, mình cần gấp trong tuần này.",5,UI/UX,Micro-interaction Design,Không xác định
"Mình là học sinh mới, muốn được chỉ InDesign từ những khái niệm đầu tiên.",4,Thiết kế đồ họa,InDesign,Cơ bản
"Cần thợ lắp đặt thiết bị điện thông minh hẹn lịch trước, không gấp.",9,Sửa chữa,lắp đặt thiết bị điện thông minh,Định kỳ
Đang cần người có kinh nghiệm lâu năm về Git & GitHub để review công việc thực tế.,1,Lập trình phần mềm,Git & GitHub,Nâng cao
"Muốn học thử Organ/Keyboard một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Organ/Keyboard,Cơ bản
"Có ai rảnh dạy nấu món Thái không, mình cần gấp trong tuần này.",12,Gia sư & Học tập,nấu món Thái,Không xác định
"Tìm gia sư dạy Thiết kế Poster sự kiện cấp độ vỡ lòng, học chậm cũng được.",4,Thiết kế đồ họa,Thiết kế Poster sự kiện,Cơ bản
Cần chuyên gia làm đồ ăn vặt hướng dẫn làm dự án thực tế.,10,Nấu ăn,làm đồ ăn vặt,Nâng cao
"Mình chưa biết gì về Portfolio UX cho người mới, ai có thể hướng dẫn từng bước không?",5,UI/UX,Portfolio UX cho người mới,Cơ bản
"Tìm người dạy Tiếng Anh thương mại cho người tay ngang, chưa từng học qua.",3,Ngoại ngữ,Tiếng Anh thương mại,Cơ bản
Tìm người có thể thử thách và nâng trình Angular của mình lên tầm cao mới.,1,Lập trình phần mềm,Angular,Nâng cao
"Mình đã có nền tảng Vẽ truyện tranh (Comic/Manga) khá tốt, muốn học chuyên sâu hơn.",8,Nghệ thuật,Vẽ truyện tranh (Comic/Manga),Nâng cao
Muốn nâng cao kỹ năng nấu món Ấn Độ lên mức chuyên nghiệp.,10,Nấu ăn,nấu món Ấn Độ,Nâng cao
"Tìm người hỗ trợ Quay & dựng phim ngắn theo buổi, không cần cam kết dài hạn.",8,Nghệ thuật,Quay & dựng phim ngắn,Không xác định
"Tìm thợ sửa máy nước nóng có thể qua liền, xin cảm ơn.",9,Sửa chữa,sửa máy nước nóng,Khẩn cấp
"Mình chưa biết gì về FastAPI, ai có thể hướng dẫn từng bước không?",1,Lập trình phần mềm,FastAPI,Cơ bản
Cần tư vấn chuyên sâu về võ thuật (Vovinam/Karate) cho một dự án cụ thể đang làm.,11,Thể thao,võ thuật (Vovinam/Karate),Nâng cao
"Mình học C++ nâng cao được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",1,Lập trình phần mềm,C++ nâng cao,Trung bình
"Mình cần trao đổi trực tiếp về Tiếng Đức, ai có kinh nghiệm inbox giúp mình.",3,Ngoại ngữ,Tiếng Đức,Không xác định
"Đang tìm mentor Saxophone, thời gian học có thể thương lượng.",7,Âm nhạc,Saxophone,Không xác định
Muốn tìm người dạy Luyện chữ đẹp 1 kèm 1 online hoặc offline đều được.,12,Gia sư & Học tập,Luyện chữ đẹp,Không xác định
Đang cần người có kinh nghiệm lâu năm về Thư pháp để review công việc thực tế.,6,Marketing & Kinh doanh,Thư pháp,Nâng cao
Muốn được đào tạo chuyên sâu Tennis để làm freelance/đi làm chính thức.,11,Thể thao,Tennis,Nâng cao
"Đang loay hoay không biết bắt đầu User Journey Mapping từ đâu, mong được hỗ trợ.",5,UI/UX,User Journey Mapping,Cơ bản
"Mình cần trao đổi trực tiếp về Smart Contract, ai có kinh nghiệm inbox giúp mình.",1,Lập trình phần mềm,Smart Contract,Không xác định
Tìm người luyện tập cùng để cải thiện Swift UI ở mức khá.,1,Lập trình phần mềm,Swift UI,Trung bình
Tìm người có thể thử thách và nâng trình Solidity (Blockchain) của mình lên tầm cao mới.,1,Lập trình phần mềm,Solidity (Blockchain),Nâng cao
Cần chuyên gia Tiếng Nhật N1 hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Nhật N1,Nâng cao
Tìm người có thể thử thách và nâng trình Google Ads của mình lên tầm cao mới.,6,Marketing & Kinh doanh,Google Ads,Nâng cao
Muốn tìm người dạy Vẽ tranh tường (Mural) 1 kèm 1 online hoặc offline đều được.,8,Nghệ thuật,Vẽ tranh tường (Mural),Không xác định
Cần người giỏi Nhiếp ảnh sản phẩm hỗ trợ giải quyết vấn đề khó trong công việc.,8,Nghệ thuật,Nhiếp ảnh sản phẩm,Nâng cao
Tìm người luyện tập cùng để cải thiện REST API ở mức khá.,1,Lập trình phần mềm,REST API,Trung bình
"Mình cần trao đổi trực tiếp về nấu món Ấn Độ, ai có kinh nghiệm inbox giúp mình.",10,Nấu ăn,nấu món Ấn Độ,Không xác định
"Có ai rảnh dạy Tiếng Anh giao tiếp A1 không, mình cần gấp trong tuần này.",3,Ngoại ngữ,Tiếng Anh giao tiếp A1,Không xác định
Cần người hướng dẫn Hoạt hình 2D (Animation) cơ bản cho người chưa có nền tảng.,8,Nghệ thuật,Hoạt hình 2D (Animation),Cơ bản
Cần người review lại các lỗi cơ bản khi làm Git & GitHub.,1,Lập trình phần mềm,Git & GitHub,Trung bình
"Ai có thể giúp mình về Quản trị nhân sự cơ bản không, cảm ơn nhiều.",6,Marketing & Kinh doanh,Quản trị nhân sự cơ bản,Không xác định
"Muốn thực hành thêm bóng đá cho trẻ em vì đang ở trình độ trung bình, hay bị vướng.",11,Thể thao,bóng đá cho trẻ em,Trung bình
"Mình đã biết chút ít về Tiếng Tây Ban Nha, muốn học thêm để vững hơn.",3,Ngoại ngữ,Tiếng Tây Ban Nha,Trung bình
Cần người giỏi Ukulele hỗ trợ giải quyết vấn đề khó trong công việc.,7,Âm nhạc,Ukulele,Nâng cao
Tìm người có thể thử thách và nâng trình Tiếng Nhật N4 của mình lên tầm cao mới.,3,Ngoại ngữ,Tiếng Nhật N4,Nâng cao
"Mình cần trao đổi trực tiếp về Tiếng Hàn TOPIK, ai có kinh nghiệm inbox giúp mình.",3,Ngoại ngữ,Tiếng Hàn TOPIK,Không xác định
"Tìm người hỗ trợ Hòa âm phối khí theo buổi, không cần cam kết dài hạn.",7,Âm nhạc,Hòa âm phối khí,Không xác định
Cần người review lại các lỗi cơ bản khi làm Thiết kế Landing Page.,5,UI/UX,Thiết kế Landing Page,Trung bình
"Mình đã có nền tảng Typography khá tốt, muốn học chuyên sâu hơn.",4,Thiết kế đồ họa,Typography,Nâng cao
Cần người ôn lại và củng cố kiến thức Thiết kế Landing Page ở mức trung bình.,5,UI/UX,Thiết kế Landing Page,Trung bình
"Mình biết Wireframing ở mức cơ bản, muốn lên trình độ trung cấp.",5,UI/UX,Wireframing,Trung bình
"Tìm người dạy Flutter cho người tay ngang, chưa từng học qua.",1,Lập trình phần mềm,Flutter,Cơ bản
Bạn nào rành Gym & thể hình chỉ giúp mình vài buổi nhập môn với.,11,Thể thao,Gym & thể hình,Cơ bản
"Ai có thể giúp mình về C++ cơ bản không, cảm ơn nhiều.",1,Lập trình phần mềm,C++ cơ bản,Không xác định
Có thợ nào sửa bếp gas/bếp từ rảnh trong tuần này không ạ.,9,Sửa chữa,sửa bếp gas/bếp từ,Không xác định
Muốn nâng cao kỹ năng TensorFlow lên mức chuyên nghiệp.,2,AI & Data Science,TensorFlow,Nâng cao
Muốn được đào tạo chuyên sâu Giáo dục công dân để làm freelance/đi làm chính thức.,12,Gia sư & Học tập,Giáo dục công dân,Nâng cao
"Đang tìm mentor TensorFlow, thời gian học có thể thương lượng.",2,AI & Data Science,TensorFlow,Không xác định
"Đang tìm mentor bóng đá cho trẻ em, thời gian học có thể thương lượng.",11,Thể thao,bóng đá cho trẻ em,Không xác định
Đang cần người có kinh nghiệm lâu năm về Vẽ Màu nước để review công việc thực tế.,8,Nghệ thuật,Vẽ Màu nước,Nâng cao
Cần đặt lịch học trang trí bánh kem vào cuối tuần.,10,Nấu ăn,trang trí bánh kem,Không xác định
"Đang loay hoay không biết bắt đầu Tiếng Ý từ đâu, mong được hỗ trợ.",3,Ngoại ngữ,Tiếng Ý,Cơ bản
"Tìm gia sư dạy Harmonica (Kèn harmonica) cấp độ vỡ lòng, học chậm cũng được.",7,Âm nhạc,Harmonica (Kèn harmonica),Cơ bản
Cần tư vấn chuyên sâu về iOS (Swift) cho một dự án cụ thể đang làm.,1,Lập trình phần mềm,iOS (Swift),Nâng cao
"Mình muốn học các kỹ thuật nâng cao trong Blender 3D cơ bản, không cần dạy lại cơ bản.",4,Thiết kế đồ họa,Blender 3D cơ bản,Nâng cao
Cần một buổi học Java dành cho người mới bắt đầu.,1,Lập trình phần mềm,Java,Cơ bản
Tìm người có thể thử thách và nâng trình Lập kế hoạch kinh doanh (Business Plan) của mình lên tầm cao mới.,6,Marketing & Kinh doanh,Lập kế hoạch kinh doanh (Business Plan),Nâng cao
"Mình là học sinh mới, muốn được chỉ Vector Database từ những khái niệm đầu tiên.",2,AI & Data Science,Vector Database,Cơ bản
Tìm mentor Beatbox trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,7,Âm nhạc,Beatbox,Nâng cao
"Tìm người dạy Xác suất thống kê cho người tay ngang, chưa từng học qua.",2,AI & Data Science,Xác suất thống kê,Cơ bản
Cần chuyên gia Smart Contract hướng dẫn làm dự án thực tế.,1,Lập trình phần mềm,Smart Contract,Nâng cao
"Cần thợ sửa bếp gas/bếp từ tới ngay trong hôm nay, việc khá gấp.",9,Sửa chữa,sửa bếp gas/bếp từ,Khẩn cấp
Cần người ôn lại và củng cố kiến thức Tiếng Hàn TOPIK ở mức trung bình.,3,Ngoại ngữ,Tiếng Hàn TOPIK,Trung bình
"Mình đã biết chút ít về nấu món chay, muốn học thêm để vững hơn.",10,Nấu ăn,nấu món chay,Trung bình
Tìm người luyện tập cùng để cải thiện Boxing/Kickboxing ở mức khá.,11,Thể thao,Boxing/Kickboxing,Trung bình
Cần buổi thực hành Trống Drum Kit nâng cao hơn một chút so với người mới.,7,Âm nhạc,Trống Drum Kit,Trung bình
"Đang tìm mentor nấu món Ấn Độ, thời gian học có thể thương lượng.",10,Nấu ăn,nấu món Ấn Độ,Không xác định
Cần buổi thực hành nấu món Thái nâng cao hơn một chút so với người mới.,10,Nấu ăn,nấu món Thái,Trung bình
Muốn tìm người dạy Blazor 1 kèm 1 online hoặc offline đều được.,1,Lập trình phần mềm,Blazor,Không xác định
Cần người review lại các lỗi cơ bản khi làm Vẽ Sơn dầu.,8,Nghệ thuật,Vẽ Sơn dầu,Trung bình
"Tìm gia sư dạy Python cho Data cấp độ vỡ lòng, học chậm cũng được.",2,AI & Data Science,Python cho Data,Cơ bản
Muốn nâng cao kỹ năng Blender 3D cơ bản lên mức chuyên nghiệp.,4,Thiết kế đồ họa,Blender 3D cơ bản,Nâng cao
"Mình muốn học các kỹ thuật nâng cao trong trang trí bánh kem, không cần dạy lại cơ bản.",10,Nấu ăn,trang trí bánh kem,Nâng cao
"Tìm người hỗ trợ Kèm bài tập về nhà theo buổi, không cần cam kết dài hạn.",12,Gia sư & Học tập,Kèm bài tập về nhà,Không xác định
"Muốn trao đổi, thực hành Photoshop cùng người có kinh nghiệm hơn một chút.",4,Thiết kế đồ họa,Photoshop,Trung bình
"Mình chưa biết gì về Phân tích thị trường, ai có thể hướng dẫn từng bước không?",6,Marketing & Kinh doanh,Phân tích thị trường,Cơ bản
"Mình học Feature Engineering được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,AI & Data Science,Feature Engineering,Trung bình
"Muốn trao đổi, thực hành Prompt Engineering cùng người có kinh nghiệm hơn một chút.",2,AI & Data Science,Prompt Engineering,Trung bình
Cần người ôn lại và củng cố kiến thức Python cho Data ở mức trung bình.,2,AI & Data Science,Python cho Data,Trung bình
"Ai có thể giúp mình về Luyện thi chứng chỉ tin học văn phòng không, cảm ơn nhiều.",12,Gia sư & Học tập,Luyện thi chứng chỉ tin học văn phòng,Không xác định
Cần buổi thực hành Computer Vision nâng cao hơn một chút so với người mới.,2,AI & Data Science,Computer Vision,Trung bình
Tìm người có thể thử thách và nâng trình Excel nâng cao (VBA) của mình lên tầm cao mới.,2,AI & Data Science,Excel nâng cao (VBA),Nâng cao
"Mình mất gốc hoàn toàn, muốn tìm người kèm bóng chuyền từ con số 0.",11,Thể thao,bóng chuyền,Cơ bản
"Cần sơn sửa nhà cửa khẩn cấp, tình trạng đang gấp lắm.",9,Sửa chữa,sơn sửa nhà cửa,Khẩn cấp
Cần người hướng dẫn Tiếng Trung HSK2 cơ bản cho người chưa có nền tảng.,3,Ngoại ngữ,Tiếng Trung HSK2,Cơ bản
"Tìm thợ sửa máy tính/laptop có kinh nghiệm, làm nhanh gọn.",9,Sửa chữa,sửa máy tính/laptop,Không xác định
Cần lộ trình học Thiết kế Logo cơ bản trong 1-2 tháng.,4,Thiết kế đồ họa,Thiết kế Logo,Cơ bản
"Tìm người có kinh nghiệm về SQL cho phân tích dữ liệu để trao đổi, học hỏi.",2,AI & Data Science,SQL cho phân tích dữ liệu,Không xác định
Tìm người luyện tập cùng để cải thiện Tiếng Nhật N5 ở mức khá.,3,Ngoại ngữ,Tiếng Nhật N5,Trung bình
"Mình học đạp xe được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",11,Thể thao,đạp xe,Trung bình
Cần một buổi học Vẽ Màu nước dành cho người mới bắt đầu.,8,Nghệ thuật,Vẽ Màu nước,Cơ bản
"Mình mới tìm hiểu Unity (C#), cần người kèm cặp cơ bản.",1,Lập trình phần mềm,Unity (C#),Cơ bản
Cần chuyên gia UI cho ứng dụng di động hướng dẫn làm dự án thực tế.,5,UI/UX,UI cho ứng dụng di động,Nâng cao
"Mình đã có nền tảng Vue.js khá tốt, muốn học chuyên sâu hơn.",1,Lập trình phần mềm,Vue.js,Nâng cao
"Mình đã biết chút ít về MySQL, muốn học thêm để vững hơn.",1,Lập trình phần mềm,MySQL,Trung bình
"Mình đã biết chút ít về Scikit-learn, muốn học thêm để vững hơn.",2,AI & Data Science,Scikit-learn,Trung bình
"Có ai rảnh dạy Nhiếp ảnh cơ bản không, mình cần gấp trong tuần này.",8,Nghệ thuật,Nhiếp ảnh cơ bản,Không xác định
Cần một buổi học Thiết kế Poster sự kiện dành cho người mới bắt đầu.,4,Thiết kế đồ họa,Thiết kế Poster sự kiện,Cơ bản
Cần buổi thực hành Tiếng Anh giao tiếp A1 nâng cao hơn một chút so với người mới.,3,Ngoại ngữ,Tiếng Anh giao tiếp A1,Trung bình
Cần chuyên gia Digital Painting hướng dẫn làm dự án thực tế.,4,Thiết kế đồ họa,Digital Painting,Nâng cao
"Mình chưa biết gì về Điêu khắc đất sét, ai có thể hướng dẫn từng bước không?",8,Nghệ thuật,Điêu khắc đất sét,Cơ bản
Cần buổi thực hành Tiếng Việt cho người nước ngoài nâng cao hơn một chút so với người mới.,3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Trung bình
Bạn nào rành nấu món Hàn chỉ giúp mình vài buổi nhập môn với.,3,Ngoại ngữ,nấu món Hàn,Cơ bản
Cần buổi thực hành Sketch App nâng cao hơn một chút so với người mới.,5,UI/UX,Sketch App,Trung bình
Muốn nâng cao kỹ năng MySQL lên mức chuyên nghiệp.,1,Lập trình phần mềm,MySQL,Nâng cao
Cần lộ trình học Chốt sale qua điện thoại cơ bản trong 1-2 tháng.,6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Cơ bản
Muốn nâng cao kỹ năng Vẽ Sơn dầu lên mức chuyên nghiệp.,8,Nghệ thuật,Vẽ Sơn dầu,Nâng cao
"Có ai rảnh dạy Yoga không, mình cần gấp trong tuần này.",11,Thể thao,Yoga,Không xác định
Cần người hướng dẫn Thiết kế Card visit cơ bản cho người chưa có nền tảng.,4,Thiết kế đồ họa,Thiết kế Card visit,Cơ bản
"Có ai rảnh dạy Nhiếp ảnh chân dung không, mình cần gấp trong tuần này.",8,Nghệ thuật,Nhiếp ảnh chân dung,Không xác định
Có thợ nào chống thấm nhà rảnh trong tuần này không ạ.,12,Gia sư & Học tập,chống thấm nhà,Không xác định
"Tìm người có kinh nghiệm về Toán tư duy cho trẻ em để trao đổi, học hỏi.",12,Gia sư & Học tập,Toán tư duy cho trẻ em,Không xác định
"Mình mất gốc hoàn toàn, muốn tìm người kèm Toán tư duy cho trẻ em từ con số 0.",12,Gia sư & Học tập,Toán tư duy cho trẻ em,Cơ bản
Cần chuyên gia bóng đá cho trẻ em hướng dẫn làm dự án thực tế.,11,Thể thao,bóng đá cho trẻ em,Nâng cao
Nhà mình đang cần thợ sửa ống nước gấp trong hôm nay.,9,Sửa chữa,sửa ống nước,Không xác định
Tìm mentor Tiếng Nhật giao tiếp trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,3,Ngoại ngữ,Tiếng Nhật giao tiếp,Nâng cao
"Mình chưa biết gì về cầu lông, ai có thể hướng dẫn từng bước không?",11,Thể thao,cầu lông,Cơ bản
"Tìm người hỗ trợ Unreal Engine theo buổi, không cần cam kết dài hạn.",1,Lập trình phần mềm,Unreal Engine,Không xác định
Bạn nào rành Time Series Forecasting chỉ giúp mình vài buổi nhập môn với.,2,AI & Data Science,Time Series Forecasting,Cơ bản
Muốn được đào tạo chuyên sâu Tiếng Trung HSK1 để làm freelance/đi làm chính thức.,3,Ngoại ngữ,Tiếng Trung HSK1,Nâng cao
"Muốn học thử Sản xuất nhạc (Music Production) một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Sản xuất nhạc (Music Production),Cơ bản
"Mình đã có nền tảng nấu ăn cho bé ăn dặm khá tốt, muốn học chuyên sâu hơn.",10,Nấu ăn,nấu ăn cho bé ăn dặm,Nâng cao
Cần người ôn lại và củng cố kiến thức Vẽ Màu nước ở mức trung bình.,8,Nghệ thuật,Vẽ Màu nước,Trung bình
"Mình cần trao đổi trực tiếp về Trống Cajon, ai có kinh nghiệm inbox giúp mình.",7,Âm nhạc,Trống Cajon,Không xác định
Cần người ôn lại và củng cố kiến thức Tiếng Nhật N2 ở mức trung bình.,3,Ngoại ngữ,Tiếng Nhật N2,Trung bình
"Đã tự học bóng đá một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,bóng đá,Trung bình
"Đang loay hoay không biết bắt đầu FastAPI từ đâu, mong được hỗ trợ.",1,Lập trình phần mềm,FastAPI,Cơ bản
"Mình là học sinh mới, muốn được chỉ PyTorch từ những khái niệm đầu tiên.",2,AI & Data Science,PyTorch,Cơ bản
Cần tư vấn chuyên sâu về Micro-interaction Design cho một dự án cụ thể đang làm.,5,UI/UX,Micro-interaction Design,Nâng cao
Tìm người có thể thử thách và nâng trình Python cơ bản của mình lên tầm cao mới.,1,Lập trình phần mềm,Python cơ bản,Nâng cao
"Tìm người dạy Procreate (iPad) cho người tay ngang, chưa từng học qua.",4,Thiết kế đồ họa,Procreate (iPad),Cơ bản
"Tìm người có kinh nghiệm về làm đồ ăn vặt để trao đổi, học hỏi.",10,Nấu ăn,làm đồ ăn vặt,Không xác định
"Tìm người có kinh nghiệm về trang trí bánh kem để trao đổi, học hỏi.",10,Nấu ăn,trang trí bánh kem,Không xác định
Mình cần một người hướng dẫn Terraform theo lịch linh hoạt.,1,Lập trình phần mềm,Terraform,Không xác định
Cần thợ sửa xe máy vào buổi tối sau giờ làm việc.,9,Sửa chữa,sửa xe máy,Định kỳ
